Sr.No	PIC	Name of Dam	Latitude	Longitude	Year of Completion	River Basin	River	Neareast City	Seismic Zone	Dam Type	Height above Lowest Foundation Level	Dam Length	Volume Content of Dam	Gross Storage Capacity	Reservoir Area	Effective Storage Capacity	Purpose	Designed Spillway Capacity
854	MH09MH0864	CHARTHAN	21.5	75.25	1981	Tapi	Local Nalla	Edalabad	III	Earthfill_Embankment	17.6	787	127000	1388000	650000	1270000	I	209.40
404	MH09LH0407	SALSINGI	20.14194444	76.7575	1974	Tapi	Local Nalla	Bhusawal	II	Earthfill_Embankment	12.66	523	1200000	1373000	485200	1266000	I	177.49
851	MH09MH0861	BORI	19.41	74.00138889	1981	Godavari	Local Nalla	Akola	III	Earthfill_Embankment	21.49	382	326000	1354000	280000	1264000	I	191.00
333	MH09LH0335	CHOGARI	19.3	77.16666667	1973	Godavari	Local Nalla	Hadgaon...	II	Earthfill_Embankment	12.15	872.00	134000	1350000	430000	1261000	I	154.00
478	MH09LH0484	PIMPALGAON HANDE	20.51027778	77.40972222	1975	Tapi	Local Nalla	Barshi Takali	II	Earthfill_Embankment	11.24	635	113000	1411000	450000	1261000	I	214.00
198	MH09LH0199	KAMTHA	18.07694444	76.05638889	1970	Krishna	Local Nalla	Tuljapur	III	Earthfill_Embankment	14.8	643.00	97020	1370000	394000	1260000	I	186
200	MH09LH0201	IEET	19.03083333	75.89972222	1970	Godavari	Local Nalla	Bid	II	Earthfill_Embankment	12.94	897	134000	1390000	700000	1260000	I	229
608	MH09LH0615	PIMPALGAON	20.58	75.48805556	1977	Tapi	Local Nalla	Pachora	II	Earthfill_Embankment	10.23	1770	59340	1340000	540000	1260000	I	216.00
941	MH09LH0952	RASA	19.96444444	78.85083333	1983	Godavari	Local Nalla	Wani	II	Earthfill_Embankment	10.66	848	1080000	1320000	1080000	1260000	I	92.00
1707	MH09LH1725	IBRAHIMPUR	18.60916667	77.55527778		Godavari	Local Nalla	Diglur	II	Earthfill_Embankment	10.25	1075.00	95000	137000000	589000	1260000	I	202.00
1959	MH09LH1998	Kholsar	20.83388889	75.14388889	2007	Tapi	Local Nalla	Parola	III	Earthfill_Embankment	11.13	1470	248430	1380000	744300	1260000	I	367.64
2232	MH09MH2271	Fattu Naik Tanda	18.85861111	77.01472222	2007	Godavari	Local Nalla	Chakur	II	Earthfill_Embankment	19.50	308		1368000		1257000	I	118.50
1380	MH09MH1394	ASWALI	20.08666667	72.80583333	1996	West Flowing Rivers from Tapi to Tadri	Local Nala	Dahanu	III	Earthfill_Embankment	23.14	361	271000	2083000	690000	1256000	I	189
1721	MH09MH1742	DAHE	19.7	73.18333333		West Flowing Rivers from Tapi to Tadri	Local Nala	Wada	III	Earthfill_Embankment	15.83	606.00	140240	168665000	603650	1251000	I	317.27
291	MH09LH0293	ANALA	18.43083333	75.40555556	1972	Krishna	Local Nalla	Paranda	III	Earthfill_Embankment	23.34	1290	107270	1470000	486000	1250000	I	375.00
465	MH09LH0470	KHARAD	20.30138889	78.11138889	1975	Godavari	Local Nalla	Yavatmal	II	Earthfill_Embankment	12.05	345	1707.5	1310000	584000	1250000	I	122.00
611	MH09LH0618	JUNONE	20.97416667	75.98027778	1977	Tapi	Local Nalla	Bodwad	II	Earthfill_Embankment	14.97	694	152440	1380000	390000	1250000	I	228
1108	MH09MH1120	GHANAND	17.38055556	74.73916667	1986	Krishna	Local Nalla	Atpadi	III	Earthfill_Embankment	15.46	812	106000	1440000	1580000	1250000	I	341.00
1293	MH09MH1306	GOPALWADI	16.10888889	73.68722222	1993	West Flowing Rivers from Tapi to Tadri	Local Nala	Osmanabad	IV	Earthfill_Embankment	22.66	160	162000	1410000	240000	1250000	I	225.00
1557	MH09MH1571	KALWATI	18.76777778	76.39972222	2001	Godavari	Local Nalla	Ambejogai	II	Earthfill_Embankment	17.04	292	105000	1415000	252000	1248000	I	163.72
2056	MH09MH2095	Nimkhedi	20.4925	75.23944444	2005	Tapi	Local Nalla	Soyegaon	II	Earthfill_Embankment	15.25	894	209210	1386000	463000	1247000	I	154
949	MH09LH0961	KATEGAON	18.48472222	75.21027778	1983	Krishna	Kategaon Nalla	Barshi	III	Earthfill_Embankment	10.67	426.7	124000	1360000	4400000	1246000	I	206.14
1995	MH09LH2034	Amrutling	18.61666667	75.5		Krishna	Kavtuka Nalla	Jamkhed	II	Earthfill_Embankment	12.31	650	176000	1370000	356000	1245000		1291.24
75	MH09LH0075	KOLGAON	18.78388889	74.62861111	1956	Krishna	Hanga	Shrigonda	III	Earthfill_Embankment	12.74	1038	724000	1360000	85000	1240000	I	1019
467	MH09MH0473	HINGANGAON (SATARA)	17.59833333	73.9525	1975	Krishna	ardeshi	Phaltan	III	Earthfill_Embankment	17.53	1032	1470000	1480000	218800	1240000	I	140
678	MH09LH0685	HORTI	17.88916667	76.3025	1978	Krishna	Local Nalla	Tuljapur	III	Earthfill_Embankment	14.7	607	55800	1345000	300000	1240000	I	202
1569	MH09MH1583	CHARDARI	18.88027778	76.04194444	2001	Godavari	Local Nalla	Dharur	II	Earthfill_Embankment	21.82	366	210000	1510000	232000	1240000	I	418.00
140	MH09LH0140	KINI	18.89861111	75.16972222	1967	Krishna	Local Nalla	Ashti	III	Earthfill_Embankment	11.43	648	92000	1362000	700000	1235000	I	262
204	MH09LH0205	PACHANGRI	18.73055556	75.58694444	1970	Godavari	Local Nalla	Patoda	III	Earthfill_Embankment	14.65	687	180120	1379000	450000	1234000	I	250
394	MH09LH0397	DADANZARI	21.15555556	79.75638889	1974	Godavari	Local Nalla	Bhandara	II	Earthfill_Embankment	10.91	1030	129000	1307000	3680	1231000	I	110.00
406	MH09LH0409	ANJANDOH	19.98333333	75.56333333	1974	Godavari	Local Nalla	Aurangabad	II	Earthfill_Embankment	14.6	521.00	132000	1333000	1757000	1231000	I	191.00
2254	MH09MH2293	Halda Jalki	20.50083333	75.62888889	2005	Tapi	Waghur	Sillod	II	Earthfill_Embankment	16.54	901		1377000		1231000	I	160.67
387	MH09LH0389	ARASNAL	18.30722222	77.02888889	1973	Godavari	Local Nalla	Udgir	II	Earthfill_Embankment	11.6	1067	125000	1327000	470000	1230000	I	163.00
788	MH09MH0796	MALAD	18.38361111	74.57472222	1979	Krishna	Maladnalla	Daund	III	Earthfill_Embankment	15.63	485	9000	1740000	380000	1230000	I	800.00
1682	MH09MH1697	JUNEWADI- II	21.27694444	78.52277778		Godavari	Local	Morgaon	II	Earthfill_Embankment	22.28	506	73820	132000000	350000	1230000	I	95.39
2053	MH09LH2092	Jawalgaon (Ambejogai)	18.66972222	76.47027778	1988	Godavari	Local Nalla	Ambejogai	III	Earthfill_Embankment	14.56	1050	92440	1360000	670000	1230000	I	232.77
1206	MH09LH1219	ALSUND	17.20138889	74.49166667	1989	Krishna	Local Nalla	Khanapur.	III	Earthfill_Embankment	13.98	771	114000	1402000	503000	1229000	I	332.00
2049	MH09MH2088	Limbachiwadi - 2	18.85027778	75.86777778	2006	Godavari	Local Nalla	Beed	II	Earthfill_Embankment	17.95	157	168320	1401000	276800	1229000	I	191.10
871	MH09LH0881	NILANJGAON	19.73055556	75.38083333	1981	Godavari	Local Nalla	Paithan	II	Earthfill_Embankment	13	727.00	768000	1434000	600000	1228000	I	365.00
1207	MH09MH1220	THANGAON	19.70138889	73.92277778	1989	Godavari	Local Nalla	Sinnar.	III	Earthfill_Embankment	18.71	260	261000	1424000	280000	1224000	I	345.00
241	MH09LH0243	GOLATGAON	19.83361111	75.61111111	1971	Godavari	Lahuki	Aurangabad	II	Earthfill_Embankment	11.83	1271.00	102000	1340000	627000	1220000	I	205
537	MH09MH0543	RATANWADI	20.11388889	77.53222222	1976	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	19	380	128000	1280000	15600	1220000	I	72.00
663	MH09LH0670	GHATANA	20.24583333	78.1175	1978	Godavari	Local Nalla	Yavatmal	II	Earthfill_Embankment	11.16	531	875.5	1294000	62020	1220000	I	108.00
1235	MH09MH1248	VARDAWAD WADI	20.00472222	74.58916667	1990	Tapi	Shakhari	Nandgaon	III	Earthfill_Embankment	18.2	203	176140	1280000	309960	1220000	I	1138.00
1237	MH09MH1250	MANDWADWADI	20.00472222	74.58888889	1990	Tapi	Shankambari	Nandgaon	III	Earthfill_Embankment	18.2	323	176140	1280000	309960	1220000	I	1939
1364	MH09MH1378	BRAMHANWADA	20.34305556	76.51027778	1995	Godavari	Local Nalla	Malegaon	II	Earthfill_Embankment	15.7	275	66000	1325000	30870	1220000	I	1185.00
1479	MH09MH1493	BRAMHANWADA	20.3275	76.96972222	1998	Tapi	Local Nalla	Malegaon	II	Earthfill_Embankment	15.7	275	313260	1325000	142640	1220000	I	1185.70
1739	MH09LH1765	YENGAON	20.865	76.04861111	1988	Tapi	Local Nalla	Bhusawal	II	Earthfill_Embankment	11.75	1149	338650	165696000		1220000	I	479.05
159	MH09LH0160	KATWAT	18.83333333	75.75	1968	Godavari	Local Nalla	Beed	III	Earthfill_Embankment	13.67	390	63000	1339000	4560000	1219000	I	324
1677	MH09LH1692	SILLI AMBADI	21.11416667	79.66722222	1990	Godavari	Local Nalla	Bhandara	II	Earthfill_Embankment	12.82	1380	7220000	1273000	765000	1218000	I	87.30
1587	MH09MH1601	YELDARI	19.76777778	76.70444444	2002	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	19.8	334	35000	1325000	210000	1216000	I	122.00
571	MH09MH0577	TONGALPHODI	21.24027778	77.27194444	1976	Tapi	kharpani	Anjangaon	III	Earthfill_Embankment	16.8	540	137000	1440000	260000	1211000	I	395.00
618	MH09LH0625	TAKALI	20.80138889	77.88	1977	Godavari	Local Nalla	Chandur Rly	II	Earthfill_Embankment	11.17	780	273000	1390000	564000	1210000	I	315.00
1174	MH09MH1187	SHEKAPUR	20.45444444	75.99388889	1988	Godavari	Local Nalla	Buldana	II	Earthfill_Embankment	15.8	815	182000	1275000	360000	1210000	I	124.00
1377	MH09LH1391	WAGHALA-II	20.42416667	75.12277778	1996	Tapi	Local Nalla	Chalisgaon	III	Earthfill_Embankment	12.93	683	77470	1310000	435700	1209000	I	175.64
410	MH09LH0413	WAGHLA	20.42361111	75.12277778	1974	Tapi	Local Nalla	Chalisgaon	II	Earthfill_Embankment	11.69	642	60600	1417000	478800	1205000	I	236.73
2256	MH09MH2295	Nandagaul	18.77833333	76.55	2015	Godavari	Local Nalla	Parali	III	Earthfill_Embankment	17.70	231		1395000		1205000	I	100.90
199	MH09LH0200	SONKHED	19.04	77.23027778	1970	Godavari	Local Nalla	Kandhar	II	Earthfill_Embankment	13.4	1006.00	192000	1342000	125000	1203000	I	224
417	MH09LH0420	KAMALAPUR	19.22555556	80.2225	1974	Godavari	Local Nalla	Ahiri	III	Earthfill_Embankment	11.76	743	97000	1445000	660000	1200000	I	292.00
690	MH09LH0697	MUNGSAPUR	20.23166667	75.93722222	1978	Godavari	Local Nalla	Kannad	II	Earthfill_Embankment	13.25	1140	120000	1330000	565000	1195000	I	254.00
2258	MH09MH2297	Pimpalwadi (Jalna)	19.09305556	75.86972222	2010	Godavari	Local Nalla	Jalna	II	Earthfill_Embankment	20.59	508		1610000		1195000	I	419
1635	MH09MH1649	DHETEWADI	18.88	75.98083333	2006	Godavari	Local Nalla	Ambejogai	III	Earthfill_Embankment	19.63	204	95000	1408000	200000	1193000	I	237.00
2246	MH09MH2285	Nideban	18.37472222	77.14916667	2006	Godavari	Local Nalla	Udgir	III	Earthfill_Embankment	24.07	275		1356000		1193000	I	
799	MH09MH0808	FULMARI	20.08944444	77.54333333	1980	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	17.5	527	176000	1260000	271000	1190000	I	77.00
2169	MH09LH2208	Pahur Tanda	20.71	75.68055556	1975	Tapi	Local Nalla	Kalamb	II	Earthfill_Embankment	13.00	350		1260000	71450	1190000	I	137.50
693	MH09MH0700	NANGOLE	17.01916667	74.92416667	1978	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	15.45	636.00	128000	1300000	217000	1186000	I	260.00
536	MH09MH0542	SAWALIKHEDA	21.35444444	76.69388889	1976	Tapi	Local Nalla	Dharni	III	Earthfill_Embankment	16.82	255	107000	1249000	550000	1183000	I	72.00
2175	MH09LH2214	Chaigaon	20.15361111	76.48805556	1990	Godavari	Local Nalla	Mehkar	II	Earthfill_Embankment	11.20	640		1283000		1182000	I	
374	MH09LH0376	SHEMALI	20.5475	73.65611111	1973	Tapi	Kanher	Baglan	III	Earthfill_Embankment	13.18	293	48880	1200000	390640	1180000	I	782
692	MH09LH0699	JANUNA	20.47861111	77.03777778	1978	Tapi	Local Nalla	Barshi Takali	II	Earthfill_Embankment	11.95	390	150000	1310000	404000	1180000	I	260.00
950	MH09LH0962	KHANDALA	20.17666667	76.57972222	1983	Godavari	Local Nalla	Mehkar	II	Earthfill_Embankment	14.6	495	52170	1290000	51000	1180000	I	207.02
1281	MH09LH1294	DAFALAPUR	16.98916667	75.06833333	1992	Krishna	Local Nalla	Jath	III	Earthfill_Embankment	12.8	930	72000	1390000	520000	1180000	I	436.00
856	MH09LH0866	PATHRAD	19.33111111	76.56222222	1981	Tapi	Local Nalla	Mahal	II	Earthfill_Embankment	13.6	1137	64980	1273000	336900	1179000	I	212
957	MH09LH0969	HAWARGA	18.62111111	77.08916667	1983	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	12.4	1095	144000	1308000	559000	1178000	I	249.00
2290	MH09MH2329	Athegaonkheda	20.1875	75.08333333		Godavari	Local Nalla	Kannad	IV	Earthfill_Embankment	18.26	1180		1406000		1177000		
2021	MH09LH2060	Jalchakra	20.87611111	75.93444444		Tapi	Local Nalla	Bodwad	III	Earthfill_Embankment	14.32	480	141490	1307530	355520	1176500		217.56
1339	MH09LH1353	BORGAON	20.25194444	77.06916667	1995	Tapi	Local Nalla	Malegaon	II	Earthfill_Embankment	13.98	1095	168830	1293000	42000	1174000	I	150.00
2023	MH09MH2062	Talwade	20.38333333	74.33583333	2004	Tapi	Lendi	Ravalgaon	III	Earthfill_Embankment	18.85	1490		1174000	302650	1174000	S	136.68
1517	MH09MH1531	SHINDE (PETH)	20.22194444	73.61611111	2000	Godavari	Local Nalla	Peint	III	Earthfill_Embankment	20.06	590	187490	1221000	3964000	1171000	I	105
777	MH09LH0785	LULLE	20.73388889	74.48416667	1979	Tapi	Local Nalla	Malegaon	III	Earthfill_Embankment	12.79	777	367000	1440000	526640	1170000	I	454
915	MH09LH0925	LAGAM	19.5625	79.89777778	1982	Godavari	Local Nalla	Charmursi	III	Earthfill_Embankment	12.5	1549	451000	1481000	1600000	1170000	I	277.71
1972	MH09LH2011	Daregaon	19.815	75.82833333		Godavari	Ghatprabha	Jalna	II	Earthfill_Embankment	15.00	405	250610	1310000	1246500	1170000		561
2068	MH09MH2107	Sirpur (Mantha)	19.88222222	76.43194444	1987	Godavari	Local Nalla	Mantha	II	Earthfill_Embankment	14.93	523	96000	1280000	420000	1170000	I	194
2126	MH09MH2165	Pak	21.4225	78.10916667		Godavari	Local Nalla	Warud	III	Earthfill_Embankment	21.43	2790	1467730	1200000	187000	1170000		960.10
1416	MH09LH1430	KESARJAWADA	17.66361111	76.46722222	1997	Krishna	Local Nalla	Omerga	II	Earthfill_Embankment	13.27	620	88000	1245000	241000	1169000	I	206.52
2214	MH09MH2253	Burambal	16.82333333	73.88583333	2014	Krishna	Mod Nadi	Kolhapur	III	Earthfill_Embankment	28.88	371	391300	1232000	122380	1167000	I	54.95
336	MH09MH0338	KANDALI	19.185	77.82	1973	Godavari	Local Nalla	Bhokar	II	Earthfill_Embankment	15	555.00	135000	1255000	350000	1165000	I	163.00
389	MH09LH0392	POIP	16.16694444	73.58611111	1974	West Flowing Rivers from Tapi to Tadri	Local Nala	Malvan	III	Earthfill_Embankment	12.36	817	92000	1218000	1160000	1163000	I	4.24
1312	MH09LH1325	BOLA	20.43138889	75.00222222	1994	Tapi	Local Nalla	Parola	III	Earthfill_Embankment	10.79	320	56350	1309000	534000	1163000	I	255
2048	MH09MH2087	Limbachiwadi - 1	18.85861111	76.08916667	2005	Godavari	Local Nalla	Beed	II	Earthfill_Embankment	22.80	172	185500	1414000	254100	1163000	I	273
1573	MH09HH1587	JADHAVWADI	18.77972222	73.72722222	2001	Krishna	Sudha	Maval	III	Earthfill_Embankment	35.52	1215	0	1212000	15760	1161100	I	664.14
1253	MH09MH1266	GHONSHI	18.52138889	77.15722222	1991	Godavari	Local Nalla	Jalkot	II	Earthfill_Embankment	15.55	820.00	103000	1243000	116000	1161000	I	150.00
1944	MH09LH1983	Malpimpri	20.98138889	75.37972222	1986	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	10.27	916	98240	1242000	570000	1161000	I	150.2
1992	MH09LH2031	Shivdoh	19.01833333	74.27916667	2003	Krishna	Local Nala	Parner	III	Earthfill_Embankment	12.70	705	127000	1161000	1011000	1161000	I	295
697	MH09LH0704	SATARA	19.86472222	74.78111111	1978	Godavari	Local Nalla	Vaijapur	III	Earthfill_Embankment	12.05	1226	150000	1380000	640000	1160000	I	334.00
919	MH09LH0930	AJANG	18.70583333	76.59638889	1982	Tapi	Nagarohal	Malegaon	III	Earthfill_Embankment	11.1	826	111000	1400000	650000	1160000	I	410.00
959	MH09LH0971	PIMPALGAON CHILAM	20.05166667	76.02083333	1983	Godavari	Local Nalla	Deulgaon Raja	II	Earthfill_Embankment	13.6	586	59340	1270000	32000	1160000	I	255.1
1001	MH09MH1013	VIBHUTIWADI	17.46944444	74.70944444	1983	Krishna	Gharkhada	Atpadi	III	Earthfill_Embankment	16.21	1027.00	141000	1330000	3380000	1160000	I	16.62
1112	MH09MH1124	KASARI II	20.23333333	74.7	1986	Tapi	Chandeshwari	Nandgaon	III	Earthfill_Embankment	15.00	778	117000	1480000	457440	1160000	I	530.00
2319	MH09LH2358	Lasura	19.55527778	75.69277778		Godavari	Local Nalla	Ambad	IV	Earthfill_Embankment	10.60	1740		1468000		1160000		
1166	MH09LH1179	JUTPANI	21.50888889	76.92638889	1988	Tapi	Local Nalla	Dharni	III	Earthfill_Embankment	12	715	93000	1196000	415000	1156000	I	77.00
1643	MH09MH1657	GAVASE	16.01222222	74.12777778	2006	Krishna	Local Nalla	Ajra mahal	III	Earthfill_Embankment	23.87	291	250000	1205000	151870	1154000	I	100.37
2233	MH09MH2272	Gutti S.T. - 2	18.49861111	77.20972222	2015	Godavari	Local Nalla	Jalkot	III	Earthfill_Embankment	19.69	284		1413000		1153000	I	142.21
347	MH09LH0349	RANISAWARGAON	18.85	76.87611111	1973	Godavari	Local Nalla	Gangakhed	II	Earthfill_Embankment	13.67	728	132000	1273000	330000	1152000	I	222
2025	MH09MH2064	Talegaon (Igatpuri)	19.67777778	73.54388889	1987	Godavari	Pandurna	Igatpuri	III	Earthfill_Embankment	21.80	1000	1168000	1168000	175800	1152000	S	36
353	MH09LH0355	HAJIPIRWADI	20.0625	74.93194444	1973	Godavari	Local Nalla	Vaijapur	II	Earthfill_Embankment	12.04	336	60000	1320000	390000	1150000	I	292
1706	MH09LH1723	AMBHORE	19.93916667	76.50888889	1989	Godavari	Local Nalla	Lonar	II	Earthfill_Embankment	13.59	625	198000	1250000	374000	1150000	I	184.00
1176	MH09LH1189	SALGARA	18.72972222	77.44527778	1988	Godavari	Local Nalla	Mukhed	II	Earthfill_Embankment	11.2	885.00	90000	1242000	412000	1149000	I	163.00
2268	MH09HH2307	Khuntephal (Poondy)	18.90694444	74.95277778		Krishna	Sina	Osmanabad	IV	Earthfill_Embankment	49.20	1600		1385000		1146000		
339	MH09MH0341	PANGRIKESAPUR	20.43027778	76.12805556	1973	Godavari	Local Nalla	Buldana	II	Earthfill_Embankment	16.37	414	100000	1240000	261000	1145000	I	189.00
1625	MH09MH1639	KUDNUR	15.97722222	74.42444444	2005	Krishna	Local Nalla	Chandagad	III	Earthfill_Embankment	20.99	316	208280	1195000	217160	1141000	I	58.20
772	MH09MH0780	RANKHED	20.36888889	74.78027778	1979	Tapi	Mohadi	Nandgaon	III	Earthfill_Embankment	16.18	625	49520	1380000	404920	1140000	I	398
920	MH09MH0931	TINTRAJ	18.63333333	75.49916667	1982	Krishna	Local Nalla	Paranda	III	Earthfill_Embankment	15.5	535	134000	1393000	450000	1140000	I	430.00
1104	MH09LH1116	SHINDEWADI (M)	18.99888889	76.29083333	1986	Godavari	Local Nalla	Majalgaon	II	Earthfill_Embankment	13.03	1160	215800	1290000	940000	1135000	I	267.00
1875	MH09LH1914	Hingani (N)	18.13611111	75.8375	2007	Krishna	kumbhar	Solapur	II	Earthfill_Embankment	10.51	660	96096	1134780	380000	1134780	I	281
1684	MH09LH1699	PIMPRI (MAN)	20.20833333	77.50138889	1996	Godavari	Local Nalla	Risod	II	Earthfill_Embankment	13.07	480	254000	154100000	46000	1134000	I	101.00
916	MH09LH0927	KUMBHEJ	18.31027778	75.175	1982	Krishna	Local Nala	Karmal	III	Earthfill_Embankment	10.68	1016	113000	1325000	518200	1133000	I	339.00
1383	MH09MH1397	GOHE	19.07083333	73.73277778	1996	Krishna	Local Nalla	Ambegon	III	Earthfill_Embankment	17.49	140	1286010	1253000	328500	1133000	I	338.20
56	MH09LH0056	GONDUR	20.14805556	74.73194444	1942	Tapi	sasanti	Dhule	III	Earthfill_Embankment	11.6	1936	230000	1170000	83000	1130000	I	548
65	MH09LH0065	ZADI	20.39	74.37944444	1954	Tapi	Suki	Malegaon	III	Earthfill_Embankment	11.28	869	341600	1270000	44000	1130000	I	489.84
201	MH09LH0202	TAKALI	20.45	78.11666667	1970	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	12.77	1161	273000	1240000	487290	1130000	I	232
1905	MH09MH1944	Dhagur	20.10833333	73.73083333	1993	Godavari	Local Nalla	Dindori.	III	Earthfill_Embankment	19.57	690	34893	1240000	225000	1130000	I	51.39
1600	MH09MH1614	DEVALE	17.97166667	73.55916667	2003	West Flowing Rivers from Tapi to Tadri	Savitri	Poladpur	IV	Earthfill_Embankment	29.3	240	123000	1233500	117200	1129660	I	78.16
119	MH09LH0119	AMTHANA	19.27416667	77.85333333	1966	Godavari	Local Nalla	Bhokar	II	Earthfill_Embankment	12.77	727.00	125000	1197000	34000	1127000	I	151
534	MH09LH0540	ANJAGAON	20.88666667	78.86611111	1976	Godavari	Local Nalla	Hingna	II	Earthfill_Embankment	14.86	610	14000	1192000	27920	1124000	I	11.35
974	MH09MH0986	NAIGAON 1	18.09416667	73.95	1983	Krishna	Local Nalla	Khandala.	III	Earthfill_Embankment	18	800	1340000	1336000	2880000	1124000	I	396.29
674	MH09LH0681	KHANDALA	20.93083333	75.82222222	1978	Tapi	Local Nalla	Bhusawal	II	Earthfill_Embankment	12.1	290	28220	1224000	441200	1121000	I	185.13
2228	MH09MH2267	Andhori	18.77027778	76.81555556	2008	Godavari	Local Nalla	Ahmedpur	III	Earthfill_Embankment	17.00	262		1219000		1121000	I	193
27	MH09LH0027	PAWANPAR	20.29944444	79.78888889	1909	Godavari	Local Nalla	Shindewahi	II	Earthfill_Embankment	10.36	884	180000	1180000	1270000	1120000	I	146
231	MH09LH0233	KHANDWA	20.21222222	76.50305556	1970	Tapi	Local Nalla	Motala	II	Earthfill_Embankment	14.97	1108	1210000	1210000	499100	1120000	I	181.60
910	MH09LH0920	PIMPALGAON KOLTA	20.08388889	75.61722222	1982	Godavari	Local Nalla	Bhokardan	II	Earthfill_Embankment	12.6	776.00	79000	1230000	425000	1120000	I	222.00
976	MH09MH0988	NAIGAON 2	18.09166667	73.95555556	1983	Krishna	Local Nalla	Khandala.	III	Earthfill_Embankment	16.46	520	297000	1340000	255600	1120000	I	423
1072	MH09LH1084	GORMALA	18.47472222	75.59527778	1985	Krishna	Local Nalla	Bhum	III	Earthfill_Embankment	12.9	127	106120	1289000	485000	1120000	I	301
1789	MH09LH1826	PRALHADPUR	20.30111111	75.75638889	1981	Godavari	Local Nalla	Bhokardhan	II	Earthfill_Embankment	10.74	958	135000	1230000	550000	1120000	I	190.00
2044	MH09LH2083	Koltepimplegaon	20.08388889	75.61722222	1981	Godavari	Local Nalla	Bhokardhan	II	Earthfill_Embankment	12.60	776	125000	1230000	425000	1120000	I	222
2164	MH09LH2203	Taroda	19.715	77.58638889	1971	Godavari	Local Nalla	Umarkhed	II	Earthfill_Embankment	14.09	575		1250000	46700	1120000	I	230.20
2172	MH09LH2211	Pawanar	19.86305556	78.795	1991	Godavari	Local Nalla	ZariJamni	II	Earthfill_Embankment	12.22	660		1180000	59510	1120000	I	89.68
2261	MH09MH2300	Sarfrajpur	18.26361111	76.24916667	2011	Godavari	Local Nalla	Parali	III	Earthfill_Embankment	17.41	223		1292000		1120000	I	
2243	MH09MH2282	Mandurki	18.47388889	76.90305556	2008	Godavari	Local Nalla	Chakur	III	Earthfill_Embankment	20	267		1335000	196500	1115000	I	114.21
606	MH09LH0613	KHARABWADI	18.96444444	75.51555556	1979	Godavari	Local Nalla	Shirur.	III	Earthfill_Embankment	14.65	705	138360	1220000	396000	1114000	I	200.00
293	MH09MH0295	BHAMBARDE	17.30027778	74.57638889	1972	Krishna	Local Nalla	Khanapur.	III	Earthfill_Embankment	22	635	219000	1320000	451600	1110000	I	391.00
820	MH09LH0829	SHEVADE	21.16555556	74.59916667	1980	Tapi	Local Nalla	Sindkheda	III	Earthfill_Embankment	10.5	1380	259000	1310000	442300	1110000	I	442.00
898	MH09LH0908	BOBDOH	21.47722222	76.87916667	1982	Tapi	Local Nalla	Dharni	III	Earthfill_Embankment	12.35	406	71000	1150000	449300	1110000	I	68.00
1290	MH09MH1303	MARKAND PIMPRI	20.4	72.91666667	1993	Tapi	Markhand	Kalwan	III	Earthfill_Embankment	16.91	570	176140	1150000	228900	1110000	I	78.00
1601	MH09LH1615	GHAGARGAON	18.165	74.95305556	2003	Krishna	Local Nalla	Indapur	III	Earthfill_Embankment	11.93	323.00	9300	1317000	271000	1109000	I	326.00
1612	MH09MH1626	MALATWADI	15.99583333	74.3425	2004	Krishna	Local Nalla	Chandagad	III	Earthfill_Embankment	18.07	325	173520	1524000	170640	1109000	I	70.7
913	MH09LH0923	PIMPERKHED	20.39888889	75.02472222	1982	Tapi	Local Nalla	Chalisgaon	II	Earthfill_Embankment	12.32	1260	135980	1196000	426500	1108000	I	246.00
980	MH09LH0992	TAWADI	18.23611111	75.76333333	1983	Krishna	Local Nalla	Barshi	III	Earthfill_Embankment	11.9	1811	76000	1248230	6500000	1104000	I	440
1336	MH09LH1350	SAWANGA	20.20305556	77.17305556	1995	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	12.9	380	230000	1130000	34000	1102000	I	86.00
180	MH09LH0181	PARGAON SUDRIK	18.70416667	74.66138889	1969	Krishna	Surswati	Shrigonda	III	Earthfill_Embankment	14.5	313	83000	1104000	900000	1100000	I	254
196	MH09LH0197	KHADKI	20.94638889	78.86805556	1970	Godavari	Local Nalla	Hingna	II	Earthfill_Embankment	13.1	450	101000	1108000	34940	1100000	I	100
923	MH09MH0934	MURBADI	19.22222222	73.47111111	1982	West Flowing Rivers from Tapi to Tadri	Murbadi	Murbad	III	Other	17.5	650	114920	1100000	220000	1100000	S	492.00
1116	MH09LH1128	RAKSHASWADI BK	18.52	74.83222222	1986	Krishna	Local Nalla	Karjat	III	Earthfill_Embankment	12.27	840	87700	1280000	64000	1100000	I	660.00
1941	MH09LH1980	Khampada	21.16277778	74.35944444	1981	Tapi	Local Nalla	Sakri	III	Earthfill_Embankment	13.43	476	252280	1200000	42000	1100000	I	418
453	MH09LH0457	KALLUR	18.47194444	77.08138889	1974	Godavari	Local Nalla	Udgir	II	Earthfill_Embankment	13.25	840.00	932000	1190000	363000	1099000	I	167.00
