Day,Data Type,Mean Gauge (m),Discharge (cumecs),Observed/Computed
11-09-2014,HZS,4.58,570.439,O
12-09-2014,HZS,4.3,452.406,O
13-09-2014,HZS,3.93,310.716,O
14-09-2014,HZS,3.76,243.2,C
15-09-2014,HZS,3.6,182.221,O
16-09-2014,HZS,3.655,197.401,O
17-09-2014,HZS,3.6,183.157,O
18-09-2014,HZS,3.61,186.648,O
19-09-2014,HZS,3.58,178.516,O
20-09-2014,HZS,3.52,160.214,O
21-09-2014,HZS,3.79,252.9,C
22-09-2014,HZS,3.75,245.697,O
23-09-2014,HZS,3.685,233.29,O
24-09-2014,HZS,4.29,450.151,O
25-09-2014,HZS,4.92,757.875,O
26-09-2014,HZS,4.925,761.758,O
27-09-2014,HZS,5.225,943.306,O
28-09-2014,HZS,5.04,790.4,C
29-09-2014,HZS,4.63,605.305,O
30-09-2014,HZS,4.7,628.162,O
01-10-2014,HZS,4.27,440.441,O
02-10-2014,HZS,4.58,570.455,O
03-10-2014,HZS,4.24,416.9,C
04-10-2014,HZS,3.74,241.185,O
05-10-2014,HZS,3.57,185.7,C
06-10-2014,HZS,3.67,215.2,C
07-10-2014,HZS,4.18,403.975,O
08-10-2014,HZS,4.41,495.132,O
09-10-2014,HZS,4.69,623.623,O
10-10-2014,HZS,4.375,485.453,O
11-10-2014,HZS,4.44,512.951,O
12-10-2014,HZS,4.75,643.4,C
13-10-2014,HZS,4.69,624.383,O
14-10-2014,HZS,4.65,614.509,O
15-10-2014,HZS,4.13,380.59,O
16-10-2014,HZS,3.8,262.035,O
17-10-2014,HZS,3.75,248.671,O
18-10-2014,HZS,3.71,234.606,O
19-10-2014,HZS,3.73,233.7,C
20-10-2014,HZS,4.04,364.471,O
21-10-2014,HZS,4.06,371.242,O
22-10-2014,HZS,3.9,296.385,O
23-10-2014,HZS,3.88,282.9,C
24-10-2014,HZS,3.915,301.357,O
25-10-2014,HZS,3.84,272.42,O
26-10-2014,HZS,4,325.1,C
27-10-2014,HZS,4.54,550.033,O
28-10-2014,HZS,4.78,671.39,O
29-10-2014,HZS,4.48,531.168,O
30-10-2014,HZS,4.23,429.17,O
31-10-2014,HZS,4,356.747,O
01-11-2014,HZS,3.85,274.405,O
02-11-2014,HZS,3.8,256.2,C
03-11-2014,HZS,3.65,193.785,O
04-11-2014,HZS,3.58,188.6,C
05-11-2014,HZS,3.59,187.091,O
06-11-2014,HZS,3.59,191.4,C
07-11-2014,HZS,3.5,155.899,O
08-11-2014,HZS,3.54,164.285,O
09-11-2014,HZS,3.56,182.9,C
10-11-2014,HZS,3.55,170.316,O
11-11-2014,HZS,3.5,157.029,O
12-11-2014,HZS,3.55,170.509,O
13-11-2014,HZS,3.59,188.591,O
14-11-2014,HZS,3.6,191.344,O
15-11-2014,HZS,3.63,198.446,O
16-11-2014,HZS,3.67,215.2,C
17-11-2014,HZS,3.655,195.702,O
18-11-2014,HZS,3.6,189.446,O
19-11-2014,HZS,3.605,192.455,O
20-11-2014,HZS,3.55,171.761,O
21-11-2014,HZS,3.6,189.513,O
22-11-2014,HZS,3.54,165.17,O
23-11-2014,HZS,3.53,174.4,C
24-11-2014,HZS,3.53,163.628,O
25-11-2014,HZS,3.52,160.23,O
26-11-2014,HZS,3.53,163.832,O
27-11-2014,HZS,3.445,144.002,O
28-11-2014,HZS,3.5,156.254,O
29-11-2014,HZS,3.54,164.719,O
30-11-2014,HZS,3.51,168.9,C
01-12-2014,HZS,3.52,162.893,O
02-12-2014,HZS,3.5,157.599,O
03-12-2014,HZS,3.47,148.106,O
04-12-2014,HZS,3.5,156.909,O
05-12-2014,HZS,3.5,156.396,O
06-12-2014,HZS,3.43,141.785,O
07-12-2014,HZS,3.4,132.2,C
08-12-2014,HZS,3.42,138.997,O
09-12-2014,HZS,3.39,135.153,O
10-12-2014,HZS,3.37,122.896,O
11-12-2014,HZS,3.33,108.087,O
12-12-2014,HZS,3.37,122.247,O
13-12-2014,HZS,3.73,238.787,O
14-12-2014,HZS,3.55,173.9,C
15-12-2014,HZS,3.39,133.273,O
16-12-2014,HZS,3.35,113.349,O
17-12-2014,HZS,3.45,145.699,O
18-12-2014,HZS,3.3,97.902,O
19-12-2014,HZS,3.2,81.761,O
20-12-2014,HZS,3.25,92.902,O
21-12-2014,HZS,3.2,86.66,C
22-12-2014,HZS,3.12,63.958,O
23-12-2014,HZS,3.12,63.66,O
24-12-2014,HZS,3.21,82.491,O
25-12-2014,HZS,3.16,78.87,C
26-12-2014,HZS,3.14,71.786,O
27-12-2014,HZS,3.07,60.718,O
28-12-2014,HZS,3.02,54.9,C
29-12-2014,HZS,3.01,53.068,O
30-12-2014,HZS,3.04,56.336,O
31-12-2014,HZS,3.02,54.853,O
01-01-2015,HZS,3.05,57.192,O
02-01-2015,HZS,3.05,54.755,O
03-01-2015,HZS,3.02,54.762,O
04-01-2015,HZS,3.04,58.02,C
05-01-2015,HZS,3.02,52.429,O
06-01-2015,HZS,2.9,42.192,O
07-01-2015,HZS,2.895,41.798,O
08-01-2015,HZS,2.88,40.506,O
09-01-2015,HZS,2.9,42.217,O
10-01-2015,HZS,2.85,33.758,O
11-01-2015,HZS,2.87,34.65,C
12-01-2015,HZS,2.83,29.534,O
13-01-2015,HZS,2.81,27.213,O
14-01-2015,HZS,2.83,29.323,O
15-01-2015,HZS,2.8,27,C
16-01-2015,HZS,2.805,26.532,O
17-01-2015,HZS,2.733,21.176,O
18-01-2015,HZS,2.88,35.83,C
19-01-2015,HZS,2.88,40.622,O
20-01-2015,HZS,2.96,48.168,O
21-01-2015,HZS,2.94,46.824,O
22-01-2015,HZS,2.95,47.403,O
23-01-2015,HZS,2.95,47.853,O
24-01-2015,HZS,2.92,44.402,O
25-01-2015,HZS,2.98,48.97,C
26-01-2015,HZS,2.97,47.55,C
27-01-2015,HZS,2.95,47.574,O
28-01-2015,HZS,2.95,47.415,O
29-01-2015,HZS,2.95,47.129,O
30-01-2015,HZS,2.89,41.237,O
31-01-2015,HZS,2.89,41.299,O
01-02-2015,HZS,2.83,30.14,C
02-02-2015,HZS,2.79,25.96,O
03-02-2015,HZS,2.76,23.41,O
04-02-2015,HZS,2.735,21.205,O
05-02-2015,HZS,2.71,19.284,O
06-02-2015,HZS,2.675,15.602,O
07-02-2015,HZS,2.71,19.146,O
08-02-2015,HZS,2.68,16.4,C
09-02-2015,HZS,2.7,18.365,O
10-02-2015,HZS,2.68,15.691,O
11-02-2015,HZS,2.675,15.11,O
12-02-2015,HZS,2.67,15.023,O
13-02-2015,HZS,2.69,16.159,O
14-02-2015,HZS,2.688,16.132,O
15-02-2015,HZS,2.66,14.93,C
16-02-2015,HZS,2.665,14.713,O
17-02-2015,HZS,2.65,14.22,C
18-02-2015,HZS,2.65,13.502,O
19-02-2015,HZS,2.655,14.117,O
20-02-2015,HZS,2.65,13.852,O
21-02-2015,HZS,2.655,14.184,O
22-02-2015,HZS,2.65,14.22,C
23-02-2015,HZS,2.63,12.461,O
24-02-2015,HZS,2.67,15.002,O
25-02-2015,HZS,2.715,19.524,O
26-02-2015,HZS,2.79,25.651,O
27-02-2015,HZS,2.795,26.032,O
28-02-2015,HZS,2.79,25.84,O
01-03-2015,HZS,2.79,25,C
02-03-2015,HZS,2.83,29.237,O
03-03-2015,HZS,2.965,48.431,O
04-03-2015,HZS,2.98,49.374,O
05-03-2015,HZS,2.96,47.704,O
06-03-2015,HZS,2.83,29.286,O
07-03-2015,HZS,2.84,31.69,O
08-03-2015,HZS,2.78,25.02,C
09-03-2015,HZS,2.74,19.168,O
10-03-2015,HZS,2.89,41.222,O
11-03-2015,HZS,2.83,29.133,O
12-03-2015,HZS,2.75,22.936,O
13-03-2015,HZS,2.75,23.079,O
14-03-2015,HZS,2.705,18.786,O
15-03-2015,HZS,2.66,14.93,C
16-03-2015,HZS,2.65,13.742,O
17-03-2015,HZS,2.66,14.217,O
18-03-2015,HZS,2.66,14.078,O
19-03-2015,HZS,2.65,13.688,O
20-03-2015,HZS,2.645,13.054,O
21-03-2015,HZS,2.63,12.638,O
22-03-2015,HZS,2.86,33.49,C
23-03-2015,HZS,2.86,34.966,O
24-03-2015,HZS,2.825,28.885,O
25-03-2015,HZS,2.79,26.28,O
26-03-2015,HZS,2.83,29.17,O
27-03-2015,HZS,2.79,26.343,O
28-03-2015,HZS,2.76,23.342,O
29-03-2015,HZS,2.83,30.14,C
30-03-2015,HZS,2.88,40.467,O
31-03-2015,HZS,2.85,33.814,O
01-04-2015,HZS,2.86,34.289,O
02-04-2015,HZS,2.88,35.83,C
03-04-2015,HZS,2.87,34.65,C
04-04-2015,HZS,3.085,65.545,O
05-04-2015,HZS,3.04,58.02,C
06-04-2015,HZS,3.08,64.807,O
07-04-2015,HZS,3.05,60.496,O
08-04-2015,HZS,2.99,49.971,O
09-04-2015,HZS,2.92,44.33,O
10-04-2015,HZS,2.835,30.093,O
11-04-2015,HZS,2.795,26.568,O
12-04-2015,HZS,2.75,22.21,C
13-04-2015,HZS,2.76,22.438,O
14-04-2015,HZS,2.76,23.13,C
15-04-2015,HZS,2.75,22.299,O
16-04-2015,HZS,2.775,23.599,O
17-04-2015,HZS,2.98,49.149,O
18-04-2015,HZS,3.05,60.493,O
19-04-2015,HZS,3.01,53.38,C
20-04-2015,HZS,3.085,65.222,O
21-04-2015,HZS,3.08,64.191,O
22-04-2015,HZS,3.07,61.193,O
23-04-2015,HZS,3.09,65.904,O
24-04-2015,HZS,3.13,73.593,O
25-04-2015,HZS,3.295,106.433,O
26-04-2015,HZS,3.27,101.3,C
27-04-2015,HZS,3.165,79.639,O
28-04-2015,HZS,3.225,87.674,O
29-04-2015,HZS,3.17,79.247,O
30-04-2015,HZS,3.12,72.057,O
01-05-2015,HZS,3.15,77.213,O
02-05-2015,HZS,3.12,71.914,O
03-05-2015,HZS,3.17,80.78,C
04-05-2015,HZS,3.16,78.87,C
05-05-2015,HZS,3.08,64.1,O
06-05-2015,HZS,3.05,59.155,O
07-05-2015,HZS,2.99,48.314,O
08-05-2015,HZS,2.86,35.796,O
09-05-2015,HZS,2.95,45.81,O
10-05-2015,HZS,2.9,38.27,C
11-05-2015,HZS,2.9,39.574,O
12-05-2015,HZS,2.88,37.263,O
13-05-2015,HZS,2.99,49.026,O
14-05-2015,HZS,3.13,73.941,O
15-05-2015,HZS,3.08,64.1,O
16-05-2015,HZS,3.16,78.648,O
17-05-2015,HZS,3.17,80.78,C
18-05-2015,HZS,3.5,158.543,O
19-05-2015,HZS,3.96,319.695,O
20-05-2015,HZS,3.71,236.658,O
21-05-2015,HZS,3.44,142.939,O
22-05-2015,HZS,3.4,135.576,O
23-05-2015,HZS,3.25,91.57,O
24-05-2015,HZS,3.11,69.72,C
25-05-2015,HZS,3.05,59.195,O
26-05-2015,HZS,3,50.48,O
27-05-2015,HZS,3.065,62.505,O
28-05-2015,HZS,3.08,64.457,O
29-05-2015,HZS,3.07,63.13,O
30-05-2015,HZS,3.295,106.239,O
31-05-2015,HZS,3.35,119.8,C
01-06-2015,HZS,3.4,135.827,O
02-06-2015,HZS,3.4,135.379,O
03-06-2015,HZS,3.65,209.712,O
04-06-2015,HZS,3.5,158.198,O
05-06-2015,HZS,3.38,132.992,O
06-06-2015,HZS,3.62,205.578,O
07-06-2015,HHS,258.5,,null
08-06-2015,HZS,3.27,93.355,O
09-06-2015,HZS,3.15,78.007,O
10-06-2015,HZS,3.07,64.185,O
11-06-2015,HZS,3.02,54.307,O
12-06-2015,HZS,3.02,50.668,O
13-06-2015,HZS,2.98,48.958,O
14-06-2015,HHS,257.88,,null
15-06-2015,HZS,2.835,30.337,O
16-06-2015,HZS,2.905,39.55,O
17-06-2015,HZS,2.89,37.886,O
18-06-2015,HZS,2.84,31.114,O
19-06-2015,HZS,2.935,43.006,O
20-06-2015,HZS,2.91,40.771,O
21-06-2015,HHS,257.95,,null
22-06-2015,HZS,3.01,52.346,O
23-06-2015,HZS,3.03,53.786,O
24-06-2015,HZS,2.97,47.652,O
25-06-2015,HZS,3.025,55.629,O
26-06-2015,HHS,259.13,,null
27-06-2015,HZS,4.3,459.906,O
28-06-2015,HHS,259.33,,null
29-06-2015,HZS,4.15,404.19,O
30-06-2015,HZS,3.49,155.991,O
01-07-2015,HZS,4.57,572.8,O
02-07-2015,HZS,3.975,362.457,O
03-07-2015,HZS,3.76,242.522,O
04-07-2015,HZS,3.575,180.864,O
05-07-2015,HHS,258.56,,null
06-07-2015,HZS,3.4,135.423,O
07-07-2015,HZS,3.295,106.147,O
08-07-2015,HZS,3.31,108.521,O
09-07-2015,HZS,3.3,106.722,O
10-07-2015,HZS,3.33,113.117,O
11-07-2015,HZS,3.27,93.215,O
12-07-2015,HHS,258.44,,null
13-07-2015,HZS,3.52,160.275,O
14-07-2015,HZS,3.46,145.185,O
15-07-2015,HZS,3.59,194.71,O
16-07-2015,HZS,3.495,157.779,O
17-07-2015,HZS,3.53,162.313,O
18-07-2015,HHS,258.45,,null
19-07-2015,HHS,258.88,,null
20-07-2015,HZS,4.18,405.121,O
21-07-2015,HZS,4.83,704.786,O
22-07-2015,HZS,4.78,677.102,O
23-07-2015,HZS,4.37,483.327,O
24-07-2015,HZS,4.06,371.53,O
25-07-2015,HZS,4.22,425.535,O
26-07-2015,HHS,259.14,,null
27-07-2015,HZS,4.08,384.604,O
28-07-2015,HZS,4.21,424.817,O
29-07-2015,HZS,4.02,355.408,O
30-07-2015,HZS,4.05,369.791,O
31-07-2015,HZS,4,347.593,O
01-08-2015,HZS,3.85,286.12,O
02-08-2015,HHS,258.54,,null
03-08-2015,HZS,3.4,136.101,O
04-08-2015,HZS,3.4,136.193,O
05-08-2015,HZS,3.315,110.335,O
06-08-2015,HZS,3.25,87.629,O
07-08-2015,HZS,3.22,83.491,O
08-08-2015,HHS,258.25,,null
09-08-2015,HZS,3.2,90.639,O
10-08-2015,HZS,3.18,80.093,O
11-08-2015,HZS,3.15,76.257,O
12-08-2015,HZS,3.14,74.252,O
13-08-2015,HZS,3.24,88.371,O
14-08-2015,HZS,3.2,81.95,O
15-08-2015,HHS,258.8,,null
16-08-2015,HHS,258.93,,null
17-08-2015,HZS,4.01,351.767,O
18-08-2015,HZS,4.1,390.937,O
19-08-2015,HZS,4.1,390.163,O
20-08-2015,HZS,4.31,456.314,O
21-08-2015,HZS,4.5,529.758,O
22-08-2015,HZS,4.325,460.397,O
23-08-2015,HHS,259.32,,null
24-08-2015,HZS,4.745,667.716,O
25-08-2015,HZS,4.71,636.917,O
26-08-2015,HZS,4.52,543.768,O
27-08-2015,HZS,4.3,450.354,O
28-08-2015,HZS,3.955,356.828,O
29-08-2015,HZS,3.79,257.189,O
30-08-2015,HHS,258.74,,null
31-08-2015,HZS,3.74,243.92,O
01-09-2015,HZS,3.69,228.34,O
02-09-2015,HZS,3.55,171.431,O
03-09-2015,HZS,3.49,150.656,O
04-09-2015,HZS,3.45,140.327,O
05-09-2015,HZS,3.405,134.353,O
06-09-2015,HHS,258.5,,null
07-09-2015,HZS,3.325,109.594,O
08-09-2015,HZS,3.64,204.439,O
09-09-2015,HZS,3.73,241.305,O
10-09-2015,HZS,3.525,164.494,O
11-09-2015,HZS,3.405,133.518,O
12-09-2015,HZS,3.43,137.217,O
13-09-2015,HHS,258.39,,null
14-09-2015,HZS,3.25,91.989,O
15-09-2015,HZS,3.2,82.254,O
16-09-2015,HZS,3.13,70.466,O
17-09-2015,HHS,258.18,,null
18-09-2015,HZS,3.18,80.117,O
19-09-2015,HZS,3.39,129.689,O
20-09-2015,HHS,258.36,,null
21-09-2015,HZS,3.63,207.932,O
22-09-2015,HZS,3.855,288.384,O
23-09-2015,HZS,3.845,282.749,O
24-09-2015,HZS,3.96,365.805,O
25-09-2015,HHS,259.04,,null
26-09-2015,HZS,5.12,865.991,O
27-09-2015,HHS,259.66,,null
28-09-2015,HZS,4.55,552.542,O
29-09-2015,HZS,4.575,554.049,O
30-09-2015,HZS,4.15,399.279,O
01-10-2015,HZS,3.9,297.655,O
02-10-2015,HHS,258.74,,null
03-10-2015,HZS,3.84,277.955,O
04-10-2015,HHS,258.74,,null
05-10-2015,HZS,3.65,207.114,O
06-10-2015,HZS,4.31,443.771,O
07-10-2015,HZS,4.69,625.132,C
08-10-2015,HZS,4.15,416.305,O
09-10-2015,HZS,3.685,225.125,O
10-10-2015,HZS,3.49,150.264,O
11-10-2015,HHS,258.36,,null
12-10-2015,HZS,3.48,147.323,O
13-10-2015,HZS,3.79,257.624,O
14-10-2015,HZS,3.9,298.73,O
15-10-2015,HZS,3.69,229.294,O
16-10-2015,HZS,3.48,147.812,O
17-10-2015,HZS,3.385,128.476,O
18-10-2015,HHS,258.2,,null
19-10-2015,HZS,3.3,105.974,O
20-10-2015,HZS,3.355,123.044,O
21-10-2015,HZS,3.35,120.135,O
22-10-2015,HHS,258.38,,null
23-10-2015,HZS,3.48,147.492,O
24-10-2015,HHS,258.4,,null
25-10-2015,HHS,258.37,,null
26-10-2015,HZS,3.32,109.095,O
27-10-2015,HZS,3.345,118.376,O
28-10-2015,HZS,3.3,106.595,O
29-10-2015,HZS,3.355,124.313,O
30-10-2015,HZS,3.44,174.746,O
31-10-2015,HZS,3.53,163.883,O
01-11-2015,HHS,258.55,,null
02-11-2015,HZS,3.485,148.983,O
03-11-2015,HZS,4.155,402.016,O
04-11-2015,HZS,4.165,407.835,O
05-11-2015,HZS,5.12,868.799,O
06-11-2015,HZS,5.4,1060.58,O
07-11-2015,HZS,4.67,618.92,O
08-11-2015,HHS,258.78,,null
09-11-2015,HZS,3.67,217.202,O
10-11-2015,HZS,3.98,366.789,O
11-11-2015,HHS,259.48,,null
12-11-2015,HZS,4.205,416.978,O
13-11-2015,HZS,3.98,361.781,O
14-11-2015,HZS,3.845,282.887,O
15-11-2015,HHS,258.66,,null
16-11-2015,HZS,3.495,152.413,O
17-11-2015,HZS,3.6,190.562,O
18-11-2015,HZS,3.64,207.629,O
19-11-2015,HZS,3.51,156.321,O
20-11-2015,HZS,3.73,240.635,O
21-11-2015,HZS,3.81,268.038,O
22-11-2015,HHS,258.83,,null
23-11-2015,HZS,3.74,244.713,O
24-11-2015,HZS,3.595,178.731,O
25-11-2015,HZS,3.6,190.229,O
26-11-2015,HZS,3.535,156.347,O
27-11-2015,HZS,3.465,146.115,O
28-11-2015,HZS,3.46,144.54,O
29-11-2015,HHS,258.45,,null
30-11-2015,HZS,3.5,152.543,O
01-12-2015,HZS,3.63,202.764,O
02-12-2015,HZS,3.635,204.785,O
03-12-2015,HZS,3.705,238.708,O
04-12-2015,HZS,3.735,242.218,O
05-12-2015,HZS,3.56,173.31,O
06-12-2015,HHS,258.46,,null
07-12-2015,HZS,3.39,129.035,O
08-12-2015,HZS,3.225,106.866,O
09-12-2015,HZS,3.225,86.904,O
10-12-2015,HZS,3.21,82.277,O
11-12-2015,HZS,3.16,77.454,O
12-12-2015,HZS,3.145,70.63,O
13-12-2015,HHS,258.18,,null
14-12-2015,HZS,3.14,69.847,O
15-12-2015,HZS,3.16,78.524,O
16-12-2015,HZS,3.255,90.562,O
17-12-2015,HZS,3.215,84.386,O
18-12-2015,HZS,3.205,82.114,O
19-12-2015,HZS,3.165,75.412,O
20-12-2015,HHS,258.15,,null
21-12-2015,HZS,3.14,71.398,O
22-12-2015,HZS,3.12,68.564,O
23-12-2015,HZS,3.095,63.098,O
24-12-2015,HHS,258.06,,null
25-12-2015,HHS,258.06,,null
26-12-2015,HZS,3.055,58.272,O
27-12-2015,HHS,258.04,,null
28-12-2015,HZS,3.04,55.259,O
29-12-2015,HZS,3.005,51.204,O
30-12-2015,HZS,3,50.639,O
31-12-2015,HZS,2.905,41.459,O
